번호,구정보,신고일,조치일,주소,유형,위도,경도
620,광진구,2023-06-28,2023-06-28,서울특별시 광진구 중곡동 440,보도 중앙,37.5556064,127.0923115
621,광진구,2023-06-28,2023-06-28,서울특별시 광진구 중곡동 440,보도와 차도가 구분된 도로의 차도,37.5556064,127.0923115
622,광진구,2023-06-28,2023-06-28,서울특별시 광진구 구의동 89,"횡단보도, 산책로 등",37.5513393,127.0925889
623,광진구,2023-06-28,2023-06-28,서울특별시 광진구 중곡동 272-14,"횡단보도, 산책로 등",37.5547665,127.0859372
624,광진구,2023-06-28,2023-06-28,서울특별시 광진구 중곡동 272-12,보도 중앙,37.556515,127.0815322
625,광진구,2023-06-28,2023-06-28,서울특별시 광진구 중곡동 272-12,"횡단보도, 산책로 등",37.556515,127.0815322
626,광진구,2023-06-28,2023-06-28,서울특별시 광진구 중곡동 272-12,보도 중앙,37.556515,127.0815322
627,광진구,2023-06-28,2023-06-28,서울특별시 광진구 군자동 498,보도 중앙,37.5566612,127.0779868
628,광진구,2023-06-28,2023-06-28,서울특별시 광진구 군자동 79-2,보도 중앙,37.5551458,127.0772818
629,광진구,2023-06-28,2023-06-28,서울특별시 광진구 능동 279-8,보도 중앙,37.5554427,127.0788007
630,광진구,2023-06-30,2023-06-30,서울특별시 광진구 능동 282-5,보도 중앙,37.5545488,127.0784637
631,광진구,2023-06-30,2023-06-30,서울특별시 광진구 능동 283-26,보도 중앙,37.5535888,127.0778635
632,광진구,2023-06-30,2023-06-30,서울특별시 광진구 군자동 360-45,보도 중앙,37.5482291,127.0700407
633,광진구,2023-06-30,2023-06-30,서울특별시 광진구 군자동 111-2,보도 중앙,37.553235,127.0729822
634,광진구,2023-06-30,2023-06-30,서울특별시 광진구 능동 280-1,보도 중앙,37.5542596,127.0780253
635,광진구,2023-06-30,2023-06-30,서울특별시 광진구 능동 279-2,자전거 도로,37.5562243,127.0793201
636,광진구,2023-06-30,2023-06-30,서울특별시 광진구 능동 279-9,자전거 도로,37.556075,127.0791175
637,광진구,2023-06-30,2023-06-30,서울특별시 광진구 능동 276-3,지하철역 진출입로 및 주변,37.5565877,127.0795276
638,광진구,2023-06-30,2023-06-30,서울특별시 광진구 중곡동 119-12,자전거 도로,37.5549103,127.0862761
639,광진구,2023-06-30,2023-06-30,서울특별시 광진구 중곡동 150-100,"횡단보도, 산책로 등",37.5610743,127.0876217
640,광진구,2023-06-30,2023-06-30,서울특별시 광진구 중곡동 150-93,"횡단보도, 산책로 등",37.5612438,127.0875881
641,광진구,2023-06-30,2023-06-30,서울특별시 광진구 중곡동 150-103,"횡단보도, 산책로 등",37.5614019,127.0871114
642,광진구,2023-06-30,2023-06-30,서울특별시 광진구 중곡동 266-1,보도 중앙,37.5655538,127.0865745
643,광진구,2023-06-30,2023-06-30,서울특별시 광진구 중곡동 18-27,보도 중앙,37.56552,127.0868211
644,광진구,2023-06-30,2023-06-30,서울특별시 광진구 중곡동 243-2,보도 중앙,37.5626375,127.0807938
645,광진구,2023-06-30,2023-06-30,서울특별시 광진구 중곡동 243-1,보도 중앙,37.5626708,127.0805109
646,광진구,2023-06-30,2023-06-30,서울특별시 광진구 중곡동 243-1,보도 중앙,37.5626708,127.0805109
647,광진구,2023-06-30,2023-06-30,서울특별시 광진구 중곡동 277-12,보도 중앙,37.5636213,127.0781289
648,광진구,2023-06-30,2023-06-30,서울특별시 광진구 중곡동 204,보도와 차도가 구분된 도로의 차도,37.5694444,127.0830552
649,광진구,2023-07-03,2023-07-03,서울특별시 광진구 군자동 467-20,보도 중앙,37.557892,127.076627
650,광진구,2023-07-03,2023-07-03,서울특별시 광진구 군자동 478-1,보도 중앙,37.5571506,127.078655
651,광진구,2023-07-03,2023-07-03,서울특별시 광진구 군자동 498,보도 중앙,37.5566612,127.0779868
652,광진구,2023-07-03,2023-07-03,서울특별시 광진구 중곡동 654,보도 중앙,37.5601992,127.0760959
653,광진구,2023-07-03,2023-07-03,서울특별시 광진구 중곡동 654,보도 중앙,37.5601992,127.0760959
654,광진구,2023-07-03,2023-07-03,서울특별시 광진구 군자동 64-2,보도 중앙,37.5542917,127.0750482
655,광진구,2023-07-03,2023-07-03,서울특별시 광진구 군자동 498,보도 중앙,37.5566612,127.0779868
656,광진구,2023-07-03,2023-07-03,서울특별시 광진구 군자동 47-2,"버스정류장, 택시 승강장",37.5531399,127.0772116
657,광진구,2023-07-03,2023-07-03,서울특별시 광진구 군자동 27-4,자전거 도로,37.5532096,127.0768478
658,광진구,2023-07-03,2023-07-03,서울특별시 광진구 군자동 27-3,자전거 도로,37.5533554,127.0770477
659,광진구,2023-07-03,2023-07-03,서울특별시 광진구 군자동 1-1,자전거 도로,37.5554749,127.0782008
660,광진구,2023-07-03,2023-07-03,서울특별시 광진구 능동 315-2,자전거 도로,37.5527601,127.0775032
661,광진구,2023-07-03,2023-07-03,서울특별시 광진구 능동 282-6,자전거 도로,37.5544693,127.0783326
662,광진구,2023-07-05,2023-07-05,서울특별시 광진구 능동 280-1,보도 중앙,37.5542596,127.0780253
663,광진구,2023-07-05,2023-07-05,서울특별시 광진구 능동 280-1,보도 중앙,37.5542596,127.0780253
664,광진구,2023-07-05,2023-07-05,서울특별시 광진구 능동 280-1,보도 중앙,37.5542596,127.0780253
665,광진구,2023-07-05,2023-07-05,서울특별시 광진구 능동 269-1,보도 중앙,37.556192,127.0796489
666,광진구,2023-07-05,2023-07-05,서울특별시 광진구 능동 269-1,보도 중앙,37.556192,127.0796489
667,광진구,2023-07-05,2023-07-05,서울특별시 광진구 능동 280-1,지하철역 진출입로 및 주변,37.5542596,127.0780253
668,광진구,2023-07-05,2023-07-05,서울특별시 광진구 중곡동 272-12,"점자블록, 엘리베이터 입구",37.556515,127.0815322
669,광진구,2023-07-05,2023-07-05,서울특별시 광진구 군자동 64-2,보도와 차도가 구분된 도로의 차도,37.5542917,127.0750482
670,광진구,2023-07-05,2023-07-05,서울특별시 광진구 군자동 489,보도와 차도가 구분된 도로의 차도,37.5571574,127.0765053
671,광진구,2023-07-05,2023-07-05,서울특별시 광진구 군자동 489,"횡단보도, 산책로 등",37.5571574,127.0765053
672,광진구,2023-07-05,2023-07-05,서울특별시 광진구 중곡동 675,"횡단보도, 산책로 등",37.5612523,127.0817291
673,광진구,2023-07-05,2023-07-05,서울특별시 광진구 중곡동 273-1,보도와 차도가 구분된 도로의 차도,37.565831,127.08425
674,광진구,2023-07-05,2023-07-05,서울특별시 광진구 중곡동 150-103,보도와 차도가 구분된 도로의 차도,37.5614019,127.0871114
675,광진구,2023-07-05,2023-07-05,서울특별시 광진구 중곡동 266-1,보도 중앙,37.5655538,127.0865745
676,광진구,2023-07-05,2023-07-05,서울특별시 광진구 중곡동 266-1,"버스정류장, 택시 승강장",37.5655538,127.0865745
677,광진구,2023-07-07,2023-07-07,서울특별시 광진구 중곡동 265-16,보도 중앙,37.5577338,127.0802171
678,광진구,2023-07-07,2023-07-07,서울특별시 광진구 중곡동 272-12,보도 중앙,37.556515,127.0815322
679,광진구,2023-07-07,2023-07-07,서울특별시 광진구 능동 279-5,자전거 도로,37.5555987,127.0789771
680,광진구,2023-07-07,2023-07-07,서울특별시 광진구 군자동 477-29,보도 중앙,37.5557396,127.0784627
681,광진구,2023-07-07,2023-07-07,서울특별시 광진구 군자동 502,보도 중앙,37.5556681,127.0785544
682,광진구,2023-07-07,2023-07-07,서울특별시 광진구 군자동 1-1,보도 중앙,37.5554749,127.0782008
683,광진구,2023-07-07,2023-07-07,서울특별시 광진구 군자동 1-10,보도 중앙,37.5546997,127.077762
684,광진구,2023-07-07,2023-07-07,서울특별시 광진구 능동 282-1,자전거 도로,37.5551353,127.0786842
685,광진구,2023-07-07,2023-07-07,서울특별시 광진구 능동 269-1,"횡단보도, 산책로 등",37.556192,127.0796489
686,광진구,2023-07-07,2023-07-07,서울특별시 광진구 능동 276-3,지하철역 진출입로 및 주변,37.5565877,127.0795276
687,광진구,2023-07-07,2023-07-07,서울특별시 광진구 능동 280-1,지하철역 진출입로 및 주변,37.5542596,127.0780253
688,광진구,2023-07-07,2023-07-07,서울특별시 광진구 중곡동 249-41,보도와 차도가 구분된 도로의 차도,37.5634171,127.076276
689,광진구,2023-07-10,2023-07-10,서울특별시 광진구 군자동 476-7,보도 중앙,37.5561035,127.0778064
690,광진구,2023-07-10,2023-07-10,서울특별시 광진구 군자동 111-2,보도 중앙,37.553235,127.0729822
691,광진구,2023-07-10,2023-07-10,서울특별시 광진구 군자동 344-15,보도 중앙,37.5510677,127.071087
692,광진구,2023-07-10,2023-07-10,서울특별시 광진구 군자동 503,보도 중앙,37.5484375,127.0710871
693,광진구,2023-07-10,2023-07-10,서울특별시 광진구 군자동 362-11,보도 중앙,37.5490567,127.0721179
694,광진구,2023-07-10,2023-07-10,서울특별시 광진구 군자동 362-11,보도 중앙,37.5490567,127.0721179
695,광진구,2023-07-10,2023-07-10,서울특별시 광진구 능동 315-14,보도 중앙,37.5520617,127.0771333
696,광진구,2023-07-10,2023-07-10,서울특별시 광진구 능동 315-3,보도 중앙,37.552617,127.0774332
697,광진구,2023-07-10,2023-07-10,서울특별시 광진구 능동 265-10,보도 중앙,37.5562729,127.0813995
698,광진구,2023-07-10,2023-07-10,서울특별시 광진구 군자동 47-1,보도 중앙,37.5547717,127.0780602
699,광진구,2023-07-10,2023-07-10,서울특별시 광진구 능동 269-1,보도 중앙,37.556192,127.0796489
700,광진구,2023-07-10,2023-07-10,서울특별시 광진구 중곡동 482-4,보도와 차도가 구분된 도로의 차도,37.5588631,127.0899862
701,광진구,2023-07-10,2023-07-10,서울특별시 광진구 중곡동 482-4,보도와 차도가 구분된 도로의 차도,37.5588631,127.0899862
702,광진구,2023-07-12,2023-07-12,서울특별시 광진구 군자동 1-1,보도 중앙,37.5554749,127.0782008
703,광진구,2023-07-12,2023-07-12,서울특별시 광진구 군자동 477-29,보도 중앙,37.5557396,127.0784627
704,광진구,2023-07-12,2023-07-12,서울특별시 광진구 능동 315-9,보도 중앙,37.5519353,127.0770971
705,광진구,2023-07-12,2023-07-12,서울특별시 광진구 군자동 503,보도 중앙,37.5484375,127.0710871
706,광진구,2023-07-12,2023-07-12,서울특별시 광진구 군자동 503-1,보도 중앙,37.5484565,127.0709253
707,광진구,2023-07-12,2023-07-12,서울특별시 광진구 화양동 18-28,보도 중앙,37.5474329,127.0689671
708,광진구,2023-07-12,2023-07-12,서울특별시 광진구 군자동 235,보도 중앙,37.5522336,127.0765244
709,광진구,2023-07-12,2023-07-12,서울특별시 광진구 군자동 47-2,보도 중앙,37.5531399,127.0772116
710,광진구,2023-07-12,2023-07-12,서울특별시 광진구 군자동 503,자전거 도로,37.5484375,127.0710871
711,광진구,2023-07-12,2023-07-12,서울특별시 광진구 군자동 503,자전거 도로,37.5484375,127.0710871
712,광진구,2023-07-12,2023-07-12,서울특별시 광진구 군자동 503,자전거 도로,37.5484375,127.0710871
713,광진구,2023-07-12,2023-07-12,서울특별시 광진구 군자동 503,자전거 도로,37.5484375,127.0710871
714,광진구,2023-07-14,2023-07-14,서울특별시 광진구 광장동 550-11,보도와 차도가 구분된 도로의 차도,37.5472234,127.1026232
715,광진구,2023-07-18,2023-07-18,서울특별시 광진구 군자동 489,보도 중앙,37.5571574,127.0765053
716,광진구,2023-07-18,2023-07-18,서울특별시 광진구 군자동 489,보도 중앙,37.5571574,127.0765053
717,광진구,2023-07-18,2023-07-18,서울특별시 광진구 군자동 499,"횡단보도, 산책로 등",37.5564277,127.0789665
718,광진구,2023-07-18,2023-07-18,서울특별시 광진구 군자동 2-3,보도 중앙,37.5541144,127.077503
719,광진구,2023-07-18,2023-07-18,서울특별시 광진구 군자동 47-2,보도 중앙,37.5531399,127.0772116
720,광진구,2023-07-18,2023-07-18,서울특별시 광진구 군자동 47-2,보도 중앙,37.5531399,127.0772116
721,광진구,2023-07-18,2023-07-18,서울특별시 광진구 군자동 47-2,"버스정류장, 택시 승강장",37.5531399,127.0772116
722,광진구,2023-07-18,2023-07-18,서울특별시 광진구 군자동 313,보도 중앙,37.5518104,127.0765659
723,광진구,2023-07-18,2023-07-18,서울특별시 광진구 능동 279-5,"횡단보도, 산책로 등",37.5555987,127.0789771
724,광진구,2023-07-18,2023-07-18,서울특별시 광진구 능동 279-9,자전거 도로,37.556075,127.0791175
725,광진구,2023-07-18,2023-07-18,서울특별시 광진구 능동 280-1,지하철역 진출입로 및 주변,37.5542596,127.0780253
726,광진구,2023-07-18,2023-07-18,서울특별시 광진구 능동 220-4,"횡단보도, 산책로 등",37.5564673,127.0803352
727,광진구,2023-07-18,2023-07-18,서울특별시 광진구 중곡동 273-1,보도 중앙,37.565831,127.08425
728,광진구,2023-07-18,2023-07-18,서울특별시 광진구 중곡동 273-1,보도 중앙,37.565831,127.08425
729,광진구,2023-07-18,2023-07-18,서울특별시 광진구 중곡동 30-81,보도 중앙,37.5651253,127.0840328
730,광진구,2023-07-20,2023-07-20,서울특별시 광진구 군자동 482,보도 중앙,37.5577586,127.0750337
731,광진구,2023-07-20,2023-07-20,서울특별시 광진구 군자동 498,보도 중앙,37.5566612,127.0779868
732,광진구,2023-07-20,2023-07-20,서울특별시 광진구 군자동 489,보도 중앙,37.5571574,127.0765053
733,광진구,2023-07-20,2023-07-20,서울특별시 광진구 군자동 64-2,보도 중앙,37.5542917,127.0750482
734,광진구,2023-07-20,2023-07-20,서울특별시 광진구 군자동 64-2,보도 중앙,37.5542917,127.0750482
735,광진구,2023-07-20,2023-07-20,서울특별시 광진구 군자동 47-2,보도 중앙,37.5531399,127.0772116
736,광진구,2023-07-20,2023-07-20,서울특별시 광진구 중곡동 265-16,보도 중앙,37.5577338,127.0802171
737,광진구,2023-07-20,2023-07-20,서울특별시 광진구 중곡동 265-16,보도 중앙,37.5577338,127.0802171
738,광진구,2023-07-20,2023-07-20,서울특별시 광진구 중곡동 272-12,보도 중앙,37.556515,127.0815322
739,광진구,2023-07-20,2023-07-20,서울특별시 광진구 중곡동 157-24,보도 중앙,37.5570261,127.0806447
740,광진구,2023-07-20,2023-07-20,서울특별시 광진구 능동 269-1,보도 중앙,37.556192,127.0796489
741,광진구,2023-07-20,2023-07-20,서울특별시 광진구 능동 282-6,자전거 도로,37.5544693,127.0783326
742,광진구,2023-07-20,2023-07-20,서울특별시 광진구 능동 276-4,"횡단보도, 산책로 등",37.5564635,127.0794563
743,광진구,2023-07-20,2023-07-20,서울특별시 광진구 능동 269-1,"횡단보도, 산책로 등",37.556192,127.0796489
744,광진구,2023-07-20,2023-07-20,서울특별시 광진구 능동 276-3,지하철역 진출입로 및 주변,37.5565877,127.0795276
745,광진구,2023-07-20,2023-07-20,서울특별시 광진구 군자동 499,보도 중앙,37.5564277,127.0789665
746,광진구,2023-07-20,2023-07-20,서울특별시 광진구 중곡동 273-1,"점자블록, 엘리베이터 입구",37.565831,127.08425
747,광진구,2023-07-20,2023-07-20,서울특별시 광진구 중곡동 30-81,"점자블록, 엘리베이터 입구",37.5651253,127.0840328
748,광진구,2023-07-26,2023-07-26,서울특별시 광진구 군자동 482,보도 중앙,37.5577586,127.0750337
749,광진구,2023-07-26,2023-07-26,서울특별시 광진구 군자동 482,보도 중앙,37.5577586,127.0750337
750,광진구,2023-07-26,2023-07-26,서울특별시 광진구 군자동 79-2,보도 중앙,37.5551458,127.0772818
751,광진구,2023-07-26,2023-07-26,서울특별시 광진구 군자동 64-2,보도 중앙,37.5542917,127.0750482
752,광진구,2023-07-26,2023-07-26,서울특별시 광진구 군자동 64-2,보도 중앙,37.5542917,127.0750482
753,광진구,2023-07-26,2023-07-26,서울특별시 광진구 군자동 65-3,보도 중앙,37.5540914,127.075049
