id,left,top,right,bottom,row_index,col_index,최종_레이블_결과(2)_행정동,최종_레이블_결과(2)_클러스터링,최종_레이블_결과(2)_유동인구,최종_레이블_결과(2)_견인횟수,최종_레이블_결과(2)_유동인구_레이블,최종_레이블_결과(2)_견인횟수_레이블,최종_레이블_결과(2)_유동인구+견인횟수
3265,965725.133501571370289,1951234.899299999931827,965840.603555409354158,1951134.899299999698997,15,57,,,,,,,
3266,965725.133501571370289,1951134.899299999698997,965840.603555409354158,1951034.899299999931827,16,57,,,,,,,
3267,965725.133501571370289,1951034.899299999931827,965840.603555409354158,1950934.899299999698997,17,57,,,,,,,
3272,965725.133501571370289,1950534.899299999698997,965840.603555409354158,1950434.899299999931827,22,57,,,,,,,
3273,965725.133501571370289,1950434.899299999931827,965840.603555409354158,1950334.899299999698997,23,57,,,,,,,
3274,965725.133501571370289,1950334.899299999698997,965840.603555409354158,1950234.899299999931827,24,57,,,,,,,
3220,965638.530961192911491,1950084.899299999931827,965754.001015030895360,1949984.899299999931827,27,56,,,,,,,
3221,965638.530961192911491,1949984.899299999931827,965754.001015030895360,1949884.899299999931827,28,56,,,,,,,
3222,965638.530961192911491,1949884.899299999931827,965754.001015030895360,1949784.899299999931827,29,56,,,,,,,
3223,965638.530961192911491,1949784.899299999931827,965754.001015030895360,1949684.899299999931827,30,56,,,,,,,
3216,965638.530961192911491,1950484.899299999931827,965754.001015030895360,1950384.899299999931827,23,56,,,,,,,
3217,965638.530961192911491,1950384.899299999931827,965754.001015030895360,1950284.899299999931827,24,56,,,,,,,
3218,965638.530961192911491,1950284.899299999931827,965754.001015030895360,1950184.899299999931827,25,56,,,,,,,
3219,965638.530961192911491,1950184.899299999931827,965754.001015030895360,1950084.899299999931827,26,56,,,,,,,
3212,965638.530961192911491,1950884.899299999931827,965754.001015030895360,1950784.899299999931827,19,56,,,,,,,
3213,965638.530961192911491,1950784.899299999931827,965754.001015030895360,1950684.899299999931827,20,56,,,,,,,
3214,965638.530961192911491,1950684.899299999931827,965754.001015030895360,1950584.899299999931827,21,56,,,,,,,
3215,965638.530961192911491,1950584.899299999931827,965754.001015030895360,1950484.899299999931827,22,56,,,,,,,
3209,965638.530961192911491,1951184.899299999931827,965754.001015030895360,1951084.899299999931827,16,56,,,,,,,
3210,965638.530961192911491,1951084.899299999931827,965754.001015030895360,1950984.899299999931827,17,56,,,,,,,
3211,965638.530961192911491,1950984.899299999931827,965754.001015030895360,1950884.899299999931827,18,56,,,,,,,
