id,left,top,right,bottom,row_index,col_index,최종_레이블_결과(2)_행정동,최종_레이블_결과(2)_클러스터링,최종_레이블_결과(2)_유동인구,최종_레이블_결과(2)_견인횟수,최종_레이블_결과(2)_유동인구_레이블,최종_레이블_결과(2)_견인횟수_레이블,최종_레이블_결과(2)_유동인구+견인횟수
2515,964599.300476651522331,1952184.899299999931827,964714.770530489506200,1952084.899299999931827,6,44,,,,,,,
2524,964599.300476651522331,1951284.899299999931827,964714.770530489506200,1951184.899299999931827,15,44,,,,,,,
2525,964599.300476651522331,1951184.899299999931827,964714.770530489506200,1951084.899299999931827,16,44,,,,,,,
2526,964599.300476651522331,1951084.899299999931827,964714.770530489506200,1950984.899299999931827,17,44,,,,,,,
2527,964599.300476651522331,1950984.899299999931827,964714.770530489506200,1950884.899299999931827,18,44,,,,,,,
2520,964599.300476651522331,1951684.899299999931827,964714.770530489506200,1951584.899299999931827,11,44,,,,,,,
2521,964599.300476651522331,1951584.899299999931827,964714.770530489506200,1951484.899299999931827,12,44,,,,,,,
2522,964599.300476651522331,1951484.899299999931827,964714.770530489506200,1951384.899299999931827,13,44,,,,,,,
2523,964599.300476651522331,1951384.899299999931827,964714.770530489506200,1951284.899299999931827,14,44,,,,,,,
2509,964599.300476651522331,1952784.899299999931827,964714.770530489506200,1952684.899299999931827,0,44,,,,,,,
2510,964599.300476651522331,1952684.899299999931827,964714.770530489506200,1952584.899299999931827,1,44,,,,,,,
2511,964599.300476651522331,1952584.899299999931827,964714.770530489506200,1952484.899299999931827,2,44,,,,,,,
2484,964512.697936273063533,1949534.899299999698997,964628.167990111163817,1949434.899299999931827,32,43,광장동,0,0,0,1,1,4
2485,964512.697936273063533,1949434.899299999931827,964628.167990111163817,1949334.899299999698997,33,43,광장동,0,0,0,1,1,4
2486,964512.697936273063533,1949334.899299999698997,964628.167990111163817,1949234.899299999931827,34,43,광장동,0,478.388888888889,0,1,1,4
2487,964512.697936273063533,1949234.899299999931827,964628.167990111163817,1949134.899299999698997,35,43,광장동,0,0,0,1,1,4
2480,964512.697936273063533,1949934.899299999698997,964628.167990111163817,1949834.899299999931827,28,43,광장동,0,0,0,1,1,4
2481,964512.697936273063533,1949834.899299999931827,964628.167990111163817,1949734.899299999698997,29,43,광장동,0,0,0,1,1,4
2482,964512.697936273063533,1949734.899299999698997,964628.167990111163817,1949634.899299999931827,30,43,광장동,0,0,4,1,1,4
2483,964512.697936273063533,1949634.899299999931827,964628.167990111163817,1949534.899299999698997,31,43,광장동,0,0,0,1,1,4
2492,964512.697936273063533,1948734.899299999698997,964628.167990111163817,1948634.899299999931827,40,43,,,,,,,
2493,964512.697936273063533,1948634.899299999931827,964628.167990111163817,1948534.899299999698997,41,43,,,,,,,
2494,964512.697936273063533,1948534.899299999698997,964628.167990111163817,1948434.899299999931827,42,43,,,,,,,
2495,964512.697936273063533,1948434.899299999931827,964628.167990111163817,1948334.899299999698997,43,43,,,,,,,
2488,964512.697936273063533,1949134.899299999698997,964628.167990111163817,1949034.899299999931827,36,43,광장동,0,0,2,1,1,4
2489,964512.697936273063533,1949034.899299999931827,964628.167990111163817,1948934.899299999698997,37,43,광장동,0,0,2,1,1,4
2490,964512.697936273063533,1948934.899299999698997,964628.167990111163817,1948834.899299999931827,38,43,광장동,0,0,0,1,1,4
2491,964512.697936273063533,1948834.899299999931827,964628.167990111163817,1948734.899299999698997,39,43,,,,,,,
2468,964512.697936273063533,1951134.899299999698997,964628.167990111163817,1951034.899299999931827,16,43,,,,,,,
2469,964512.697936273063533,1951034.899299999931827,964628.167990111163817,1950934.899299999698997,17,43,,,,,,,
2470,964512.697936273063533,1950934.899299999698997,964628.167990111163817,1950834.899299999931827,18,43,,,,,,,
2471,964512.697936273063533,1950834.899299999931827,964628.167990111163817,1950734.899299999698997,19,43,,,,,,,
2464,964512.697936273063533,1951534.899299999698997,964628.167990111163817,1951434.899299999931827,12,43,,,,,,,
2465,964512.697936273063533,1951434.899299999931827,964628.167990111163817,1951334.899299999698997,13,43,,,,,,,
